class,image_path
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00026_00011.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00018_00000.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14256_1577672002.9821591.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00009_00027.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15092_1577672003.7117918.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15250_1577672003.8599195.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14636_1577672003.3098023.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00061_00020.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00018_00028.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14205_1577672002.9442606.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14457_1577672003.1517062.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00040_00021.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00039_00029.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15176_1577672003.7775924.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00051_00006.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00051_00012.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/638.png
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14748_1577672003.4085405.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00039_00015.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/176.png
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15844_1577672004.367489.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15455_1577672004.0383706.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15414_1577672003.9994736.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00007_00004.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14800_1577672003.4601595.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00016_00023.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/610.png
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14016_1577672002.7647395.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00028_00026.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/604.png
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14539_1577672003.2290509.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00040_00009.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00007_00010.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00039_00001.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/162.png
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/189.png
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00034_00016.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15675_1577672004.2288773.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00062_00028.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00025_00025.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00034_00002.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15252_1577672003.8619149.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00062_00014.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00025_00019.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00062_00000.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15212_1577672003.811501.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14389_1577672003.096851.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00067_00027.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14567_1577672003.2529569.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00048_00011.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15722_1577672004.268753.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00031_00019.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00048_00005.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00059_00022.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14317_1577672003.0350187.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00020_00002.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14971_1577672003.603776.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00031_00025.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14057_1577672002.7976525.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00020_00016.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00054_00009.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00013_00010.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14059_1577672002.79865.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15239_1577672003.8479533.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00002_00023.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15866_1577672004.3864493.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15528_1577672004.1002038.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15461_1577672004.043366.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00013_00004.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00045_00012.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00045_00006.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00054_00021.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00064_00013.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15299_1577672003.9008334.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/228.png
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15210_1577672003.8075118.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00064_00007.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14754_1577672003.4135327.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/566.png
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00032_00011.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/200.png
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/214.png
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14697_1577672003.3606675.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00032_00005.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00023_00022.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/572.png
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14160_1577672002.8983843.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/599.png
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00010_00024.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00001_00003.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00001_00017.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15192_1577672003.7895734.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14276_1577672002.9991138.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15221_1577672003.8240132.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00057_00029.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14731_1577672003.3905876.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00010_00018.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00057_00001.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14126_1577672002.865472.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00046_00026.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15421_1577672004.0064552.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14295_1577672003.015071.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14268_1577672002.9931319.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14232_1577672002.9652033.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00057_00015.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14706_1577672003.3686469.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00057_00014.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14940_1577672003.5778453.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00010_00019.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00057_00000.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14957_1577672003.5918076.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00046_00027.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00001_00016.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00057_00028.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00010_00025.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/598.png
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14710_1577672003.3726366.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00001_00002.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00032_00004.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/215.png
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15350_1577672003.9436228.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/573.png
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15662_1577672004.2139018.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00023_00023.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/567.png
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/201.png
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14695_1577672003.35967.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00032_00010.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/229.png
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15002_1577672003.6309853.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00064_00006.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14563_1577672003.2499871.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15056_1577672003.6818488.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15809_1577672004.340563.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00064_00012.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15671_1577672004.2248785.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14852_1577672003.505041.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15398_1577672003.9855115.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00045_00007.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14775_1577672003.4382188.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00054_00020.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14770_1577672003.429242.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15344_1577672003.9386492.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00045_00013.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00002_00022.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00013_00005.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14516_1577672003.2095516.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00054_00008.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00013_00011.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14819_1577672003.4761343.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14699_1577672003.3626788.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14188_1577672002.9283378.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14750_1577672003.409537.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14173_1577672002.9123514.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14723_1577672003.383606.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14056_1577672002.7966552.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14265_1577672002.9911356.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00020_00017.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15447_1577672004.030398.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00020_00003.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15091_1577672003.7107716.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00031_00024.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00048_00004.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00059_00023.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00067_00026.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14990_1577672003.6200285.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00031_00018.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00048_00010.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00025_00018.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00062_00001.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14167_1577672002.9063616.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00062_00015.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14792_1577672003.4531798.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15610_1577672004.1670258.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00025_00024.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00034_00003.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14845_1577672003.498057.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15035_1577672003.6619024.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15065_1577672003.690827.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00034_00017.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/188.png
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00062_00029.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/605.png
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00028_00027.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/163.png
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14640_1577672003.3137968.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00039_00000.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00040_00008.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00007_00011.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00007_00005.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/177.png
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00039_00014.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/611.png
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00016_00022.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14330_1577672003.0459912.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15000_1577672003.6300197.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/639.png
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15354_1577672003.9466155.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00051_00013.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14245_1577672002.9751773.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00039_00028.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00040_00020.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00051_00007.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15180_1577672003.7805855.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14417_1577672003.1197915.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15797_1577672004.3305886.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14587_1577672003.2699122.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14093_1577672002.833557.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14559_1577672003.2469716.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15861_1577672004.3824499.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15030_1577672003.6579127.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00018_00029.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15343_1577672003.9376414.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15179_1577672003.7795873.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00061_00021.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15008_1577672003.6359725.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00018_00001.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00061_00009.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00026_00010.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00009_00026.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14251_1577672002.9791675.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15647_1577672004.199937.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00037_00023.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00026_00004.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15842_1577672004.3664913.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00018_00015.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00015_00002.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/361.png
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/407.png
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14227_1577672002.9612155.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15427_1577672004.0114417.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15681_1577672004.2338471.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00004_00025.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14046_1577672002.7886755.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00043_00028.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14528_1577672003.2190552.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/413.png
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14891_1577672003.5409436.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/375.png
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00015_00016.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00052_00027.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00004_00019.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00043_00000.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14686_1577672003.3526878.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00043_00014.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14453_1577672003.1477168.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14363_1577672003.0759087.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15014_1577672003.6419554.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/349.png
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/439.png
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00043_00002.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14598_1577672003.2789116.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00052_00025.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_14269_1577672002.9941275.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00015_00028.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00043_00016.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15828_1577672004.3555212.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/00004_00027.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/38_15032_1577672003.6589115.jpg
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/405.png
turnright,/Users/bristi/Desktop/Projects/Split Federated Learning/Traffic Data/turnright/363.png
